internship	n::<美>实习医师	internship programs::实习计划；实习课程
probability	n::可能性；机率；[数] 或然率	probability distribution::概率分布¦probability theory::概率论¦probability density::概率密度；几率密度¦failure probability::失效概率¦probability density function::机率密度函数；概率密度分布函数¦probability analysis::n. 概率分析¦high probability::高可能性¦detection probability::探测概率；发现概率¦probability and statistics::概率论与数理统计；概率与统计¦probability statistics::概率统计¦error probability::错误概率；概率误差¦transition probability::转移概率；跃迁概率¦conditional probability::条件概率；条件几率¦theory of probability::概率论¦probability distribution function::概率分布函数¦in all probability::多半，很可能¦joint probability::联合机率，联合概率¦damage probability::损伤概率¦probability of failure::故障几率；失效概率；崩塌概率¦posterior probability::后验概率；事后概率
probation	n::试用；缓刑；查验	on probation::服缓刑；作为试用¦probation period::试用期；见习期¦probation officer::试用官；缓刑犯监督官
probe	n::探针；调查¦v::调查；探测	probe into::探究，探索¦electron probe::电子探针¦fluorescent probe::荧光探针；荧光探测器¦probe method::探测法；探针测¦lunar probe::月球探测器¦space probe::航天探测器¦ultrasonic probe::[医]超声纳探针；超声波探头¦dna probe::[生物工程]DNA探针¦measuring probe::测量探头；测量探针¦oxygen probe::氧探针¦temperature probe::温度探头；测温传感器；温度探测器；温度探针¦probe test::探头检测；探测试验；探头试验¦sensing probe::n. 传感探头，感测探针；敏感元件¦pressure probe::压力探头；压力传感器¦current probe::电流探针¦thermal probe::热探针；测温探针¦focusing probe::聚焦探头¦conductivity probe::电导探针¦test probe::测试探针；测试探头
problem	n::难题；引起麻烦的人¦adj::成问题的；难处理的	difficult problem::难题；难问题¦no problem::没问题¦problem solving::解决问题¦optimization problem::[计]优化问题；最佳化问题¦big problem::大问题¦environmental problem::环境问题¦social problem::社会问题¦scheduling problem::排定问题¦technical problem::技术问题¦practical problem::实际问题¦inverse problem::反问题¦economic problem::经济问题¦housing problem::住房问题；房屋问题¦academic problem::学术问题¦assignment problem::指派问题；分配问题；分派问题；配置问题¦bottleneck problem::瓶颈问题¦math problem::数学题¦allocation problem::配置问题，分配问题¦problem analysis::问题解析¦financial problem::经济问题；经济困难
problematic	adj::问题的；有疑问的；不确定的	
procedural	adj::程序上的	
procedure	n::程序，手续；步骤	working procedure::运行程序；办理手续¦criminal procedure::刑事诉讼程序¦civil procedure::民事诉讼；民事诉讼法；民事诉讼程序¦design procedure::设计程序；计算方法¦welding procedure::焊接工艺；焊接程序¦operation procedure::n. 操作规程；作业流程¦construction procedure::施工程序，施工步骤¦administrative procedure::管理程序，行政程序¦operating procedure::操作程序，作业程序¦production procedure::生产程序¦civil procedure law::民事诉讼法¦calculation procedure::计算方法；计算程序；计算方案¦control procedure::控制程序¦test procedure::试验程序；检验法；检查法¦general procedure::一般程序；通用过程，通用程序¦legal procedure::法律程序，法定程序¦stored procedure::存储过程；预存程序¦rules of procedure::议事规则；程序规则¦procedure control::过程控制；工序技术检查¦standard procedure::标准程序；标准流程
proceed	v::开始；继续进行；发生；行进¦n::收入，获利	proceed with::继续进行¦proceed from::从...出发¦proceed against::起诉；控诉；提起诉讼
proceeding	n::进行；程序；诉讼；事项¦v::开始；继续做；行进（proceed的ing形式）	legal proceeding::诉讼；法律程序¦civil proceeding::民事（诉讼）程序¦judicial proceeding::司法程序
process	v::处理；加工¦n::过程，进行；方法，步骤；作用；程序；推移¦adj::经过特殊加工（或处理）的	process of::…的过程¦in the process of::在…的过程中¦in the process::在过程中；在进行中¦in process::过程中的；在进行中¦production process::生产流程¦development process::发展进程，显色法；开发流程，开发程序¦technological process::工艺流程¦process control::过程控制；程序控制¦manufacturing process::制造过程；制造工艺；生产过程¦design process::设计过程，设计程序；设计加工¦forming process::成形工序，成形过程；成形法¦new process::新工艺¦process flow::工序流程¦working process::工作过程；制作过程¦business process::业务流程；业务处理¦in process of::正在；在…过程中¦developing process::发展过程；展开法¦welding process::焊接过程；熔接法¦process technology::加工工艺学¦process conditions::工艺条件；生产过程条件
procession	n::队伍，行列；一列，一排；列队行进¦vi::列队行进¦vt::沿著……行进	funeral procession::送葬
proclaim	v::宣告，公布；声明；表明；赞扬	
procure	v::获得，取得；导致	
prod	n::刺针；刺棒；签子¦v::刺，戳；刺激	on the prod::[美国方言]大发脾气
prodigal	adj::挥霍的；十分慷慨的¦n::浪子；挥霍者	prodigal son::n. 悔改的罪人；回头的浪子
produce	v::生产；引起；创作；生育，繁殖¦n::农产品，产品	farm produce::农产品¦dairy produce::乳制品¦produce electricity::发电¦produce results::产生结果¦native produce::土特产品，土产品¦capacity to produce::生产能力¦produce evidence::提出证据¦mass produce::批量生产¦produce grain::生产粮食；谷物制造¦produce department::生产部
producer	n::制作人，制片人；生产者；发生器	producer price::生产价格¦producer gas::发生炉煤气；生产天然气¦gas producer::煤气发生炉；煤气发生器¦executive producer::执行制作人；监制人¦music producer::音乐节目监制；音乐创作¦producer price index::生产价格指数¦film producer::电影制片人¦producer goods::生产资料，生产者耐用设备
product	n::产品；结果；[数] 乘积；作品	product quality::产品质量¦product development::产品开发；产品发展¦product design::产品设计¦product line::生产线；产品线；产品系列¦finished product::制成品¦quality product::优质产品¦domestic product::国内产品；本地生产¦product information::产品信息¦aquatic product::水产品¦gross domestic product (GDP)::国内生产总值¦gross domestic product (gdp)::国内生产总值¦gross domestic product::国内生产总值¦quality of product::产品质量¦product performance::产品性能¦electronic product::电子产品；电子设备制造业¦product range::产品范围；产品系列；产品类别¦final product::最终产品；最后产物¦product cost::产品成本¦national product::国民产值；社会产品¦product mix::产品结构；产品搭配组合
production	n::成果；产品；生产；作品	production process::生产流程¦production line::生产线¦production equipment::生产设备；生产装备¦production technology::生产技术；生产工艺；生产工程学¦production capacity::生产能力；生产力¦production cost::生产成本¦production base::生产基地¦agricultural production::农业生产¦production management::生产管理¦production efficiency::生产效率¦industrial production::工业生产¦oil production::石油生产；石油开采¦mass production::大量生产¦factor of production::生产要素¦production system::产生式系统；运行系统¦cleaner production::清洁生产¦food production::食品生产；粮食生产；食品加工¦high production::高生产率， 大量生产¦actual production::生产实绩；实际产量¦production rate::生产率
productive	adj::能生产的；生产的，生产性的；多产的；富有成效的	productive forces::生产力¦productive capacity::生产能力¦productive efficiency::生产效率；生产效能¦productive maintenance::生产维修¦productive time::运算时间；生产时间¦total productive maintenance::全面生产维护¦productive investment::生产性投资
productivity	n::生产力；生产率；生产能力	labor productivity::劳动生产率¦labour productivity::劳动生产率¦primary productivity::初级生产力；第一性生产力；基础生产力；初级生产率¦total factor productivity::全要素生产率；总要素生产力¦soil productivity::土壤生产力；地力¦marginal productivity::边际生产力¦economic productivity::经济生产率
profess	v::自称；公开表示；宣称信奉；正式准予加入	
profession	n::职业，专业；声明，宣布，表白	profession of::宣称(感情、信念等)；表白¦legal profession::法律界；法律专业¦medical profession::医疗职业¦accounting profession::会计职业¦teaching profession::教学工作；教学专业¦by profession::在职业上；就职业来说¦accountancy profession::会计专业；会计员¦the oldest profession::[诙谐语]卖淫[亦作world's oldest profession]
professional	adj::专业的；职业的；职业性的¦n::专业人员；职业运动员	professional development::专业发展¦professional knowledge::专业知识；专门知识¦professional design::专业设计；设计合理¦professional service::专业服务¦professional training::职业培训¦professional team::专业团队；职业队¦professional education::职业教育；专业教育¦professional experience::工作经验；工作经历；职业经验¦professional staff::专门人员¦professional skill::专业技能¦professional qualification::专业资格；职称等级¦professional spirit::n. 专业精神¦professional practice::专业实习¦professional manager::职业经理人；专业管理者¦professional organization::专业组织¦professional competence::专业技能¦professional course::专业课程，专业课¦professional commitment::专业承诺¦professional standard::行业标准；专业标准；职业标准¦professional dedication::敬业精神
