abandon	ə'bændən	ə'bænd(ə)n	v::离弃；放弃	with abandon::恣意地，放纵地¦abandon ship::弃船	How could she abandon her own child?::她怎么能抛弃自己的孩子？
fraction	'frækʃən	'frækʃn	n:: 小部分， 片断	volume fraction::体积分率，体积分数；容积率¦a fraction of::一小部分；一部分；零点几¦mass fraction::n. 质量分数¦ejection fraction::射血分数；射出分率¦void fraction::空隙率；空隙分数；空隙组分¦mole fraction::摩尔分数；克分子分数¦molar fraction::n. 克分子分数；摩尔分数¦size fraction::粒级；颗粒组；粒度级份额¦weight fraction::重量百分率；重量分率；重量分数¦continued fraction::连分数，连分式¦decimal fraction::n. 小数；十进制小数¦fraction defective::[工业管理]不合格率；废品率；不良率¦to a fraction::[口语]完全地；地地道道地；百分之百地	The students had a grasp of decimals, percentages and fractions.::学生们掌握了小数、百分数和分数。
filter	'fɪltɚ	'fɪltə(r)	v:: 过滤； 走漏¦n::过滤器	kalman filter::卡尔曼滤波器¦air filter::空气过滤器¦digital filter::数字滤波器¦bag filter::袋式过滤器；袋滤器¦filter press::压滤机¦filter paper::滤纸（尤制定量滤纸）¦filter material::过滤材料¦filter out::过滤掉；不予注意；泄露¦adaptive filter::自适应滤波器¦filter system::过滤系统；过滤装置¦pass filter::过滤器¦oil filter::滤油器；机油滤清器¦filter element::过滤芯；滤波元件¦low-pass filter::[电]低通滤波器¦ceramic filter::陶瓷过滤器¦vacuum filter::真空滤器¦filter cake::滤饼¦filter bag::过滤袋¦pressure filter::压力式过滤器¦belt filter::带式过滤机	The water in the tank is constantly filtered.::鱼缸里的水在不停地被过滤。¦The ozone layer filters harmful UV rays from the sun.::臭氧层过滤掉有害的太阳紫外线。
emotion	ɪ'moʃən	ɪ'məuʃn	n:: 感情； 情绪	with emotion::激动地；感动地¦intense emotion::激情¦emotion quotient (EQ)::情商¦emotion quotient (eq)::情商	Her voice was full of emotion.::她的声音充满了激情。¦She was good at hiding her emotions.::她很会掩饰自己的情感。¦Kim received the news without showing any visible sign of emotion.::金接到消息时丝毫不露声色。
cease	sis	siːs	v:: 停止， 终止	cease to be::不再是；停任¦without cease::不停地，不断地¦cease from::vt. 停止	The things people will do for charity never cease to amaze me (= I am always surprised by them ) .::人们的慈善义举总是让我感到惊讶。¦The rain ceased and the sky cleared.::雨过天晴。
assess	ə'sɛs	ə'ses	vt:: 评定； 估价		The test was to assess aptitude rather than academic achievement.::该测试将评估能力而不是学业成绩。
prescription	prɪ'skrɪpʃən	prɪ'skrɪpʃn	n:: 处方， 药方； 开处方， 开药方	folk prescription::偏方；民间药方¦prescription drug::须医师处方才可买的药品¦exercise prescription::运动处方¦prescription medicine::处方药¦on prescription::凭处方(的)，根据药方(的)¦make up a prescription::配药，调剂¦negative prescription::【法律】(请求权的)消除时效	We are trying to cut the price of prescription drugs .::我们正努力降低处方药的价格。¦a repeat prescription::重复处方
spectator	'spɛktetɚ	spek'teɪtə(r)	n:: 观众； 旁观者	spectator sport::吸引大量观众的体育运动	The match attracted over 40,000 spectators.::这场比赛吸引了四万多名观众。
scarce	skɛrs	skeəs	adj:: 缺乏的， 不足的； 稀少的， 罕见的	scarce resources::稀有资源	Food was often scarce in the winter.::冬季常常粮食短缺。¦There was fierce competition for the scarce resources .::对这些紧缺资源的争夺非常激烈。
argument	'ɑrɡjumənt	'ɑːgjʊmənt	n:: 争吵， 争论； 观点， 论据； 说理， 论证	argument list::变元表¦same argument::同理¦template argument::模板实参；范本自变量；模板参数	We need to provide a convincing argument as to why the system should be changed.::我们得提出有说服力的论据，证明为何要改变体制。
adequate	ˈædɪkwət	'ædɪkwət	adj:: 充足的； 合适的， 合格的	adequate for::胜任……的；对……是足够的；适合……的¦adequate consideration::充分考虑；适当约因¦adequate preparation::充分准备¦adequate housing::适当居所¦adequate and systematic service::配套服务	Farmers have been slow to make adequate provision for their retirement.::农民们迟迟没有为退休做好适当安排。¦Some creams we tested failed to give adequate protection against UV light.::我们检测的有些防晒霜不能提供足够的防紫外线保护。¦The standard of his work is barely adequate .::他的工作水准勉强合格。¦The company has yet to provide an adequate explanation for its actions.::该公司对其行动仍未作出充分解释。
fauna	'fɔnə	'fɔːnə	n:: 所有动物	flora and fauna::动植物；动植物群	...the flora and fauna of the African jungle.::…非洲丛林的植物群和动物群。
sausage	'sɔsɪdʒ	'sɒsɪdʒ	n:: 香肠	beef sausage::牛肉香肠¦pork sausage::猪肉香肠	pork sausages::猪肉香肠
foetus	'fitəs	'fiːtəs	n:: 胎儿； 胚胎	foetus education::胎教	Perhaps we are really talking about amniotic fluid, which surrounds the foetus in the birth sac.::也许我们真正在谈论的是羊水，也就是包围着胎儿的那些液体。¦In this chapter we will look at what happens when a human foetus receives too much or too little male hormone.::在这一章里，我们将看看当一个人类胎儿接收了过多或过少的雄性激素会发生什么。¦A young mother has decided to terminate her pregnancy after finding out she was carrying a mermaid-like foetus in her womb.::一名年轻的母亲决定终结自己的孕期，因为她发现自己子宫里孕育的是一个美人鱼胎儿。
tremendous	trə'mɛndəs	trə'mendəs	adj:: 极大的， 巨大的； 非常的， 惊人的		Suddenly, there was a tremendous bang, and the whole station shook.::突然一声巨响，整个车站都晃动了。¦She was making a tremendous effort to appear calm.::她竭力表现出平静的样子。¦She praised her husband for the tremendous support he had given her.::她称赞丈夫给了她巨大支持。¦Sales have been tremendous so far this year.::今年到目前为止，销售额十分惊人。¦This plan could save us a tremendous amount of money.::这个计划能给我们节省一大笔钱。
escalate	'ɛskəlet	'eskəleɪt	v:: 逐步增长或发展， 逐步升级		The fighting on the border is escalating.::边境地区的战事在不断升级。¦We do not want to escalate the war.::我们不想让战争升级。
condense	kən'dɛns	kən'dens	v:: 压缩， 精简； 凝结	condense into::把…缩短；把…压缩	the mist which condensed on every cold surface::每个冰冷的表面上凝结的水汽
tab	tæb	tæb	n:: 标签	pick up the tab::承担费用¦tab key::跳格键；制表键	an index tab labeled ‘Expenses’::标着“支出”字样的检索标签
divert	dɪˈvɚt	daɪ'vɜːt	vt:: 使绕道， 转移； 娱乐， 供消遣	divert attention from::把注意力从…转移开来；分散注意力¦divert from::转移	Remember to divert your phone when you are out of the office.::你不在办公室的时候要记得设定电话转移。
justice	'dʒʌstɪs	'dʒʌstɪs	n:: 正义， 公正； 司法	social justice::[法]社会主义¦justice department::司法部门¦administration of justice::司法；司法行政；执法¦department of justice::司法部¦court of justice::法院¦ministry of justice::司法部¦procedural justice::程序公平；过程正义¦chief justice::首席法官，法院院长；审判长¦do justice::公平对待；和…酷似¦do justice to oneself::充分发挥自己的能力¦criminal justice system::刑事司法体系；刑事审判系统；刑事法律制度¦international court of justice::联合国国际法院¦distributive justice::分配公正，分配公平¦justice of the peace::n. 太平绅士；治安法官；地方执法官¦temper justice with mercy::恩威并施¦civil justice::民事审判¦secretary for justice::律政司司长¦obstruction of justice::妨碍司法公正；阻碍司法¦access to justice::诉诸司法；实现正义¦bring to justice::绳之以法；把…交付审判；使归案受审	No one doubts the justice of our cause.::没有人怀疑我们的事业是正义的。
tag	tæɡ	tæg	n::标签；	price tag::价格标签；标价¦name tag::胸牌；名称标签¦tag along::紧跟；尾随¦claim tag::n. 行李票¦tag line::n. 时髦用语；收尾语¦luggage tag::行李牌¦tag question::附加疑问句；反意疑问句¦identification tag::美军官兵套在颈上的军籍号码牌¦hang tag::挂卡；吊牌；商品上使用保养说明书¦dog tag::狗牌；[计]卡箍标记；身分识别证	Staff wore name tags and called inmates by their first names.::工作人员戴着姓名标签，对同僚直呼其名。
campfire	'kæmpfaɪɚ	'kæmpfaɪə(r)	n:: 营火		We are sitting by the campfire.::我们正坐在营火旁。¦The black soot deposited on a kettle by a smoky campfire is nearly pure carbon.::带烟的营火在水壶上熏积的黑煤烟几乎是纯碳。¦A group of elderly men in uniforms, eyes bright with reminiscence, are gathered at a Grand Army of the Republic campfire.::一群上年纪穿着制服的退伍老兵，围在伟大共和国军的营火旁边，眼神明亮地回忆着过去的光辉岁月。
furious	'fjʊrɪəs	'fjuəriəs	adj:: 狂怒的； 激烈的		She was absolutely furious .::她怒不可遏。
regent	'ridʒənt	'riːdʒənt	n:: 摄政者		
tan	tæn	tæn	v:: 晒成棕褐色， 晒黑； 硝¦n::棕褐色；晒黑	black and tan::（英国）爱尔兰王室警吏团	She has a pale skin which doesn’t tan easily.::她的肤色很白，不容易被晒黑。
tap	tæp	tæp	v:: 轻拍； 利用， 开发	tap water::自来水；非蒸馏水¦tap into::挖掘；接进¦on the tap::[英国俚语]在乞讨东西¦tap in::[篮球]托球入篮；[高尔夫]将很短的推击击球入洞；按键输入¦tap on::在…上轻敲¦tap changer::抽头转换开关；分接头变换器¦water tap::水龙头¦on tap::可随时使用¦tap dance::踢踏舞¦tap hole::出铁口；放液口¦screw tap::n. 螺丝攻；螺旋式水龙头；丝锥¦tap off::分接；出炉¦tap changing::抽头切换¦transformer tap::变压崎头¦tap dancing::n. 踢踏舞	People are tapping into the power supply illegally.::人们在非法取电。¦We hope that additional sources of funding can be tapped.::我们希望还有其他资金来源可以利用。
individual	ˌɪndəˈvɪdʒʊəl	ˌɪndɪ'vɪdʒuəl	adj::个别的，单独的；独特的¦n:: 个人， 个体	individual character::个性；单字¦individual income tax::[经]个人所得税¦individual freedom::个人自由¦individual difference::个体差异¦individual characteristics::个人特征¦individual behavior::个人行为¦individual cases::独立个案¦individual privacy::个人隐私¦individual liberty::个人自由¦individual value::个人价值，个体价值；个别值¦individual account::个人账户¦individual style::个人风格¦individual proprietorship::独资企业；独资经营¦individual event::单项；个人项目；单项赛¦individual member::独立构件¦individual enterprise::私人企业；个体企业¦individual work::个别作业¦individual investor::个人投资者；散户¦individual economy::[经]个体经济¦individual study::自习	Each individual leaf on the tree is different.::树上每片叶子都不相同。¦the needs of the individual customer::每位顾客的需求
